Tinggi (cm),Berat (kg),Tingkat Aktivitas,Tujuan,Kategori,Durasi (menit),Kalori Terbakar,Umur,Jenis Kelamin,Rekomendasi Olahraga
171,53,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,48,212,40,Wanita,Senam
159,66,Rendah,Pemeliharaan Kebugaran,Kekuatan,66,659,21,Wanita,Angkat Beban
156,78,Rendah,Penurunan Berat Badan,Kardio,69,199,53,Pria,Lari
153,47,Tinggi,Peningkatan Massa Otot,Kekuatan,54,361,25,Pria,Angkat Beban
198,82,Tinggi,Peningkatan Massa Otot,Kekuatan,38,448,46,Wanita,Angkat Beban
148,69,Tinggi,Penurunan Berat Badan,Kekuatan,48,245,26,Pria,Angkat Beban
157,53,Rendah,Penurunan Berat Badan,Kardio,59,692,60,Wanita,Lari
147,70,Tinggi,Pemeliharaan Kebugaran,Kekuatan,32,652,41,Wanita,Angkat Beban
179,109,Sedang,Peningkatan Massa Otot,Kekuatan,47,566,37,Wanita,Angkat Beban
198,50,Tinggi,Penurunan Berat Badan,Fleksibilitas,39,203,22,Wanita,Senam
142,104,Tinggi,Peningkatan Massa Otot,Fleksibilitas,73,571,41,Wanita,Senam
186,70,Tinggi,Peningkatan Massa Otot,Kardio,33,384,44,Wanita,Bersepeda
140,68,Tinggi,Peningkatan Massa Otot,Fleksibilitas,71,533,20,Pria,Senam
163,61,Rendah,Pemeliharaan Kebugaran,Kekuatan,72,281,23,Pria,Angkat Beban
173,87,Rendah,Penurunan Berat Badan,Kekuatan,60,646,46,Pria,Angkat Beban
151,71,Rendah,Penurunan Berat Badan,Fleksibilitas,75,321,22,Pria,Senam
141,94,Rendah,Peningkatan Massa Otot,Kekuatan,60,329,60,Wanita,Angkat Beban
156,47,Tinggi,Penurunan Berat Badan,Kekuatan,90,164,27,Pria,Angkat Beban
177,83,Rendah,Penurunan Berat Badan,Kekuatan,86,518,22,Wanita,Angkat Beban
147,48,Rendah,Peningkatan Massa Otot,Fleksibilitas,50,368,33,Pria,Senam
140,101,Tinggi,Pemeliharaan Kebugaran,Kekuatan,84,355,22,Pria,Angkat Beban
186,80,Rendah,Penurunan Berat Badan,Kardio,53,568,28,Wanita,Lari
187,61,Sedang,Penurunan Berat Badan,Kekuatan,50,626,54,Wanita,Angkat Beban
150,55,Rendah,Penurunan Berat Badan,Fleksibilitas,37,370,44,Wanita,Senam
156,46,Tinggi,Peningkatan Massa Otot,Kekuatan,54,323,33,Wanita,Angkat Beban
197,112,Rendah,Pemeliharaan Kebugaran,Kardio,62,203,45,Wanita,Bersepeda
168,46,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,34,451,54,Wanita,Senam
151,68,Rendah,Peningkatan Massa Otot,Kardio,67,610,28,Wanita,Bersepeda
185,42,Sedang,Penurunan Berat Badan,Kekuatan,84,190,50,Pria,Angkat Beban
190,58,Rendah,Peningkatan Massa Otot,Fleksibilitas,81,241,23,Wanita,Senam
162,65,Rendah,Penurunan Berat Badan,Kardio,51,521,19,Pria,Lari
152,86,Tinggi,Penurunan Berat Badan,Fleksibilitas,68,578,21,Wanita,Senam
195,74,Sedang,Penurunan Berat Badan,Fleksibilitas,42,195,46,Pria,Senam
165,110,Rendah,Penurunan Berat Badan,Kardio,67,229,65,Pria,Lari
158,111,Sedang,Pemeliharaan Kebugaran,Kekuatan,44,362,30,Wanita,Angkat Beban
172,55,Rendah,Pemeliharaan Kebugaran,Kardio,82,515,19,Wanita,Bersepeda
196,101,Sedang,Pemeliharaan Kebugaran,Kardio,58,553,22,Wanita,Bersepeda
177,91,Tinggi,Penurunan Berat Badan,Kekuatan,87,522,19,Pria,Angkat Beban
200,99,Tinggi,Pemeliharaan Kebugaran,Kekuatan,85,254,24,Pria,Angkat Beban
183,98,Sedang,Peningkatan Massa Otot,Kekuatan,78,522,54,Wanita,Angkat Beban
171,77,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,89,322,62,Wanita,Senam
151,77,Sedang,Peningkatan Massa Otot,Fleksibilitas,33,261,60,Wanita,Senam
142,51,Sedang,Penurunan Berat Badan,Fleksibilitas,73,377,51,Pria,Senam
198,51,Tinggi,Penurunan Berat Badan,Kekuatan,73,244,54,Pria,Angkat Beban
181,102,Sedang,Peningkatan Massa Otot,Kekuatan,50,499,65,Wanita,Angkat Beban
183,90,Rendah,Peningkatan Massa Otot,Fleksibilitas,39,576,25,Wanita,Senam
143,107,Rendah,Peningkatan Massa Otot,Kardio,47,505,52,Wanita,Bersepeda
169,58,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,42,183,25,Wanita,Senam
143,104,Tinggi,Penurunan Berat Badan,Fleksibilitas,76,174,39,Pria,Senam
179,91,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,83,402,32,Pria,Senam
141,73,Tinggi,Peningkatan Massa Otot,Kekuatan,84,605,40,Wanita,Angkat Beban
181,109,Tinggi,Pemeliharaan Kebugaran,Kekuatan,39,219,34,Pria,Angkat Beban
157,74,Sedang,Penurunan Berat Badan,Fleksibilitas,62,465,35,Wanita,Senam
183,72,Tinggi,Peningkatan Massa Otot,Kardio,37,277,63,Wanita,Bersepeda
158,115,Rendah,Peningkatan Massa Otot,Kekuatan,37,595,62,Wanita,Angkat Beban
145,51,Rendah,Peningkatan Massa Otot,Kekuatan,56,220,60,Wanita,Angkat Beban
161,104,Tinggi,Pemeliharaan Kebugaran,Kardio,68,393,23,Pria,Bersepeda
169,51,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,89,239,40,Pria,Senam
161,44,Rendah,Peningkatan Massa Otot,Fleksibilitas,34,345,20,Pria,Senam
199,108,Tinggi,Penurunan Berat Badan,Kekuatan,77,472,27,Pria,Angkat Beban
174,69,Tinggi,Pemeliharaan Kebugaran,Kardio,89,420,18,Pria,Bersepeda
175,75,Sedang,Pemeliharaan Kebugaran,Kardio,49,245,22,Wanita,Bersepeda
147,55,Sedang,Penurunan Berat Badan,Fleksibilitas,50,690,52,Pria,Senam
166,93,Sedang,Peningkatan Massa Otot,Fleksibilitas,85,203,29,Wanita,Senam
180,56,Rendah,Peningkatan Massa Otot,Kardio,64,452,29,Wanita,Bersepeda
141,110,Tinggi,Peningkatan Massa Otot,Kardio,54,546,30,Wanita,Bersepeda
186,116,Tinggi,Penurunan Berat Badan,Kekuatan,77,698,31,Wanita,Angkat Beban
154,40,Sedang,Pemeliharaan Kebugaran,Kardio,81,460,43,Wanita,Bersepeda
170,110,Rendah,Penurunan Berat Badan,Fleksibilitas,68,169,62,Pria,Senam
141,104,Tinggi,Penurunan Berat Badan,Fleksibilitas,65,610,62,Pria,Senam
196,40,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,63,605,57,Wanita,Senam
191,112,Rendah,Peningkatan Massa Otot,Fleksibilitas,63,324,29,Pria,Senam
192,86,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,84,185,55,Wanita,Senam
151,75,Tinggi,Peningkatan Massa Otot,Kardio,40,483,23,Wanita,Bersepeda
169,98,Rendah,Peningkatan Massa Otot,Fleksibilitas,86,700,53,Pria,Senam
175,97,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,60,517,40,Pria,Senam
190,89,Sedang,Penurunan Berat Badan,Fleksibilitas,30,254,22,Pria,Senam
163,69,Rendah,Peningkatan Massa Otot,Kekuatan,30,522,44,Wanita,Angkat Beban
161,110,Sedang,Pemeliharaan Kebugaran,Kekuatan,42,662,18,Wanita,Angkat Beban
186,59,Tinggi,Peningkatan Massa Otot,Fleksibilitas,76,214,43,Pria,Senam
177,52,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,36,653,30,Pria,Senam
160,86,Tinggi,Penurunan Berat Badan,Kardio,64,162,30,Pria,Lari
190,120,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,75,655,22,Wanita,Senam
195,68,Tinggi,Pemeliharaan Kebugaran,Kardio,89,587,46,Pria,Bersepeda
147,76,Tinggi,Peningkatan Massa Otot,Kardio,72,621,42,Wanita,Bersepeda
155,105,Sedang,Peningkatan Massa Otot,Fleksibilitas,33,174,46,Pria,Senam
155,115,Rendah,Peningkatan Massa Otot,Kekuatan,59,404,52,Wanita,Angkat Beban
176,40,Rendah,Peningkatan Massa Otot,Kardio,72,483,63,Wanita,Bersepeda
146,78,Sedang,Pemeliharaan Kebugaran,Kekuatan,75,467,58,Wanita,Angkat Beban
159,66,Rendah,Peningkatan Massa Otot,Kardio,63,520,44,Pria,Bersepeda
186,60,Tinggi,Pemeliharaan Kebugaran,Kardio,67,657,45,Wanita,Bersepeda
165,110,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,49,651,41,Wanita,Senam
157,115,Rendah,Pemeliharaan Kebugaran,Kardio,75,408,18,Wanita,Bersepeda
198,77,Rendah,Penurunan Berat Badan,Fleksibilitas,54,220,21,Wanita,Senam
190,76,Sedang,Penurunan Berat Badan,Fleksibilitas,42,394,24,Pria,Senam
178,80,Sedang,Pemeliharaan Kebugaran,Kardio,40,633,46,Wanita,Bersepeda
196,119,Sedang,Penurunan Berat Badan,Fleksibilitas,40,674,27,Pria,Senam
173,67,Rendah,Penurunan Berat Badan,Fleksibilitas,39,255,21,Pria,Senam
143,47,Rendah,Peningkatan Massa Otot,Kekuatan,49,401,53,Pria,Angkat Beban
186,48,Rendah,Pemeliharaan Kebugaran,Kekuatan,62,327,43,Pria,Angkat Beban
162,102,Rendah,Penurunan Berat Badan,Fleksibilitas,44,162,59,Pria,Senam
164,76,Tinggi,Pemeliharaan Kebugaran,Kardio,77,169,25,Pria,Bersepeda
149,56,Sedang,Peningkatan Massa Otot,Kekuatan,65,347,65,Pria,Angkat Beban
158,87,Sedang,Peningkatan Massa Otot,Fleksibilitas,61,220,33,Wanita,Senam
193,46,Sedang,Peningkatan Massa Otot,Kardio,37,696,40,Wanita,Bersepeda
176,79,Tinggi,Penurunan Berat Badan,Kekuatan,48,677,43,Pria,Angkat Beban
160,41,Tinggi,Penurunan Berat Badan,Kardio,84,344,33,Pria,Lari
151,89,Tinggi,Pemeliharaan Kebugaran,Kekuatan,88,420,27,Wanita,Angkat Beban
188,49,Tinggi,Peningkatan Massa Otot,Kardio,52,452,54,Pria,Bersepeda
155,42,Tinggi,Peningkatan Massa Otot,Fleksibilitas,46,462,54,Wanita,Senam
200,80,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,75,458,36,Wanita,Senam
189,71,Tinggi,Peningkatan Massa Otot,Kekuatan,40,700,24,Pria,Angkat Beban
193,43,Sedang,Pemeliharaan Kebugaran,Kardio,37,536,37,Wanita,Bersepeda
161,97,Rendah,Peningkatan Massa Otot,Fleksibilitas,57,446,29,Wanita,Senam
187,90,Sedang,Peningkatan Massa Otot,Kekuatan,81,469,55,Wanita,Angkat Beban
188,82,Sedang,Peningkatan Massa Otot,Kekuatan,81,619,24,Wanita,Angkat Beban
200,70,Sedang,Penurunan Berat Badan,Kardio,74,531,22,Wanita,Lari
168,75,Sedang,Penurunan Berat Badan,Kekuatan,32,461,36,Pria,Angkat Beban
176,120,Sedang,Pemeliharaan Kebugaran,Kardio,41,635,57,Pria,Bersepeda
155,79,Sedang,Peningkatan Massa Otot,Fleksibilitas,82,202,23,Pria,Senam
174,89,Sedang,Peningkatan Massa Otot,Kekuatan,55,222,40,Wanita,Angkat Beban
176,56,Tinggi,Penurunan Berat Badan,Kardio,72,277,31,Wanita,Lari
166,55,Tinggi,Peningkatan Massa Otot,Kekuatan,66,343,56,Wanita,Angkat Beban
141,107,Tinggi,Peningkatan Massa Otot,Kardio,67,344,39,Wanita,Bersepeda
188,73,Rendah,Pemeliharaan Kebugaran,Kekuatan,42,597,38,Pria,Angkat Beban
163,41,Tinggi,Peningkatan Massa Otot,Kekuatan,79,605,33,Pria,Angkat Beban
187,82,Sedang,Peningkatan Massa Otot,Kekuatan,66,155,56,Wanita,Angkat Beban
151,47,Sedang,Pemeliharaan Kebugaran,Kardio,39,152,52,Wanita,Bersepeda
146,90,Tinggi,Penurunan Berat Badan,Kardio,45,523,41,Wanita,Lari
165,74,Rendah,Penurunan Berat Badan,Fleksibilitas,73,171,22,Pria,Senam
163,73,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,50,575,56,Pria,Senam
148,46,Sedang,Penurunan Berat Badan,Kekuatan,61,676,25,Pria,Angkat Beban
159,67,Tinggi,Pemeliharaan Kebugaran,Kekuatan,50,151,49,Pria,Angkat Beban
153,101,Tinggi,Peningkatan Massa Otot,Fleksibilitas,58,245,64,Wanita,Senam
162,87,Tinggi,Pemeliharaan Kebugaran,Kekuatan,61,527,49,Pria,Angkat Beban
199,49,Tinggi,Penurunan Berat Badan,Kekuatan,34,613,43,Wanita,Angkat Beban
180,64,Sedang,Penurunan Berat Badan,Kekuatan,60,431,34,Pria,Angkat Beban
164,72,Sedang,Pemeliharaan Kebugaran,Kekuatan,90,297,50,Pria,Angkat Beban
193,95,Sedang,Pemeliharaan Kebugaran,Kardio,74,309,46,Pria,Bersepeda
147,40,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,80,699,51,Pria,Senam
186,42,Tinggi,Peningkatan Massa Otot,Kekuatan,75,256,40,Wanita,Angkat Beban
151,77,Tinggi,Pemeliharaan Kebugaran,Kekuatan,72,285,32,Wanita,Angkat Beban
174,66,Sedang,Peningkatan Massa Otot,Kekuatan,78,412,49,Wanita,Angkat Beban
159,110,Tinggi,Pemeliharaan Kebugaran,Kekuatan,41,590,54,Wanita,Angkat Beban
161,102,Tinggi,Peningkatan Massa Otot,Kekuatan,42,535,41,Pria,Angkat Beban
157,101,Sedang,Pemeliharaan Kebugaran,Kekuatan,30,599,53,Pria,Angkat Beban
194,109,Rendah,Penurunan Berat Badan,Kardio,46,466,32,Wanita,Lari
187,119,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,67,181,64,Pria,Senam
181,67,Tinggi,Penurunan Berat Badan,Kardio,39,266,45,Wanita,Lari
185,93,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,53,416,60,Pria,Senam
152,92,Sedang,Penurunan Berat Badan,Kekuatan,35,193,55,Wanita,Angkat Beban
184,85,Tinggi,Penurunan Berat Badan,Fleksibilitas,67,327,52,Pria,Senam
177,117,Rendah,Penurunan Berat Badan,Kardio,51,484,44,Pria,Lari
150,57,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,80,210,30,Wanita,Senam
165,65,Sedang,Penurunan Berat Badan,Kekuatan,86,404,21,Pria,Angkat Beban
176,57,Tinggi,Penurunan Berat Badan,Kardio,49,669,35,Pria,Lari
155,114,Tinggi,Pemeliharaan Kebugaran,Kekuatan,75,646,48,Pria,Angkat Beban
171,86,Sedang,Penurunan Berat Badan,Kekuatan,66,178,57,Wanita,Angkat Beban
164,78,Tinggi,Penurunan Berat Badan,Fleksibilitas,31,481,42,Pria,Senam
163,114,Rendah,Penurunan Berat Badan,Fleksibilitas,66,439,37,Wanita,Senam
175,96,Rendah,Penurunan Berat Badan,Kardio,45,320,55,Wanita,Lari
187,110,Tinggi,Pemeliharaan Kebugaran,Kardio,60,325,42,Pria,Bersepeda
167,59,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,84,199,41,Wanita,Senam
193,79,Tinggi,Peningkatan Massa Otot,Fleksibilitas,87,551,51,Pria,Senam
143,97,Tinggi,Peningkatan Massa Otot,Kekuatan,41,194,62,Pria,Angkat Beban
195,119,Tinggi,Penurunan Berat Badan,Fleksibilitas,82,231,62,Pria,Senam
156,70,Rendah,Penurunan Berat Badan,Kekuatan,76,613,22,Pria,Angkat Beban
171,87,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,61,206,59,Wanita,Senam
148,116,Sedang,Penurunan Berat Badan,Kekuatan,30,649,40,Wanita,Angkat Beban
184,75,Rendah,Pemeliharaan Kebugaran,Kardio,82,376,63,Pria,Bersepeda
178,89,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,85,410,37,Pria,Senam
195,47,Tinggi,Penurunan Berat Badan,Kekuatan,44,293,55,Wanita,Angkat Beban
192,104,Tinggi,Peningkatan Massa Otot,Kekuatan,77,580,25,Wanita,Angkat Beban
175,40,Sedang,Peningkatan Massa Otot,Kekuatan,51,225,26,Wanita,Angkat Beban
165,100,Sedang,Pemeliharaan Kebugaran,Kardio,31,636,40,Wanita,Bersepeda
183,83,Sedang,Penurunan Berat Badan,Fleksibilitas,50,522,52,Wanita,Senam
141,59,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,70,694,58,Wanita,Senam
149,82,Rendah,Peningkatan Massa Otot,Kardio,36,372,29,Pria,Bersepeda
196,81,Sedang,Penurunan Berat Badan,Fleksibilitas,85,440,52,Wanita,Senam
155,49,Rendah,Pemeliharaan Kebugaran,Kekuatan,54,586,50,Wanita,Angkat Beban
160,117,Tinggi,Pemeliharaan Kebugaran,Kardio,62,525,56,Wanita,Bersepeda
182,109,Tinggi,Penurunan Berat Badan,Kardio,41,672,64,Wanita,Lari
144,120,Sedang,Penurunan Berat Badan,Fleksibilitas,33,681,55,Wanita,Senam
189,46,Rendah,Peningkatan Massa Otot,Kardio,68,171,41,Wanita,Bersepeda
185,117,Rendah,Peningkatan Massa Otot,Fleksibilitas,32,362,40,Wanita,Senam
153,99,Rendah,Peningkatan Massa Otot,Fleksibilitas,66,364,63,Pria,Senam
175,48,Tinggi,Peningkatan Massa Otot,Fleksibilitas,47,528,22,Wanita,Senam
148,100,Rendah,Peningkatan Massa Otot,Kardio,85,197,31,Wanita,Bersepeda
189,54,Sedang,Penurunan Berat Badan,Kekuatan,76,529,33,Pria,Angkat Beban
185,46,Rendah,Pemeliharaan Kebugaran,Kardio,43,458,46,Wanita,Bersepeda
187,71,Tinggi,Peningkatan Massa Otot,Fleksibilitas,86,262,58,Pria,Senam
153,76,Rendah,Penurunan Berat Badan,Kekuatan,71,567,52,Pria,Angkat Beban
155,87,Sedang,Peningkatan Massa Otot,Fleksibilitas,55,465,53,Pria,Senam
146,91,Sedang,Penurunan Berat Badan,Kekuatan,57,471,46,Pria,Angkat Beban
193,94,Rendah,Penurunan Berat Badan,Kekuatan,76,570,57,Wanita,Angkat Beban
145,69,Rendah,Pemeliharaan Kebugaran,Kekuatan,53,680,52,Wanita,Angkat Beban
186,110,Rendah,Penurunan Berat Badan,Kardio,44,450,30,Wanita,Lari
153,103,Tinggi,Pemeliharaan Kebugaran,Kekuatan,73,683,43,Wanita,Angkat Beban
174,61,Rendah,Peningkatan Massa Otot,Kardio,45,198,60,Pria,Bersepeda
178,113,Rendah,Penurunan Berat Badan,Fleksibilitas,85,295,20,Wanita,Senam
142,91,Sedang,Peningkatan Massa Otot,Fleksibilitas,58,425,44,Wanita,Senam
186,43,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,53,547,25,Pria,Senam
159,114,Rendah,Pemeliharaan Kebugaran,Kekuatan,53,617,29,Pria,Angkat Beban
172,88,Sedang,Peningkatan Massa Otot,Kardio,89,646,28,Wanita,Bersepeda
154,52,Tinggi,Pemeliharaan Kebugaran,Kekuatan,66,491,20,Wanita,Angkat Beban
172,60,Rendah,Pemeliharaan Kebugaran,Kekuatan,51,548,61,Wanita,Angkat Beban
155,75,Sedang,Penurunan Berat Badan,Kekuatan,38,489,55,Wanita,Angkat Beban
144,75,Rendah,Peningkatan Massa Otot,Kekuatan,56,587,21,Wanita,Angkat Beban
187,56,Tinggi,Peningkatan Massa Otot,Fleksibilitas,34,636,36,Pria,Senam
195,83,Sedang,Penurunan Berat Badan,Fleksibilitas,30,418,20,Wanita,Senam
182,42,Sedang,Pemeliharaan Kebugaran,Kekuatan,75,296,51,Wanita,Angkat Beban
197,50,Tinggi,Pemeliharaan Kebugaran,Kekuatan,57,625,30,Wanita,Angkat Beban
172,117,Sedang,Penurunan Berat Badan,Kardio,71,227,36,Pria,Lari
168,48,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,85,256,20,Pria,Senam
174,86,Tinggi,Peningkatan Massa Otot,Fleksibilitas,74,243,49,Pria,Senam
166,74,Rendah,Penurunan Berat Badan,Kardio,66,456,26,Pria,Lari
182,120,Rendah,Penurunan Berat Badan,Kekuatan,30,301,53,Pria,Angkat Beban
162,50,Rendah,Peningkatan Massa Otot,Kardio,56,618,40,Wanita,Bersepeda
198,120,Tinggi,Peningkatan Massa Otot,Fleksibilitas,44,593,48,Pria,Senam
190,71,Rendah,Penurunan Berat Badan,Fleksibilitas,65,158,28,Wanita,Senam
188,77,Tinggi,Pemeliharaan Kebugaran,Kekuatan,45,446,23,Wanita,Angkat Beban
142,107,Tinggi,Pemeliharaan Kebugaran,Kardio,54,545,59,Pria,Bersepeda
187,109,Rendah,Pemeliharaan Kebugaran,Kekuatan,52,406,54,Wanita,Angkat Beban
141,98,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,32,380,43,Pria,Senam
165,117,Tinggi,Pemeliharaan Kebugaran,Kardio,71,444,60,Pria,Bersepeda
171,114,Sedang,Pemeliharaan Kebugaran,Kekuatan,46,444,30,Wanita,Angkat Beban
182,107,Tinggi,Pemeliharaan Kebugaran,Kardio,60,607,42,Wanita,Bersepeda
164,46,Sedang,Peningkatan Massa Otot,Kardio,63,485,35,Wanita,Bersepeda
185,93,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,73,363,40,Wanita,Senam
155,62,Sedang,Peningkatan Massa Otot,Fleksibilitas,72,509,55,Wanita,Senam
178,89,Sedang,Peningkatan Massa Otot,Fleksibilitas,86,273,39,Wanita,Senam
172,99,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,38,666,19,Pria,Senam
152,98,Tinggi,Peningkatan Massa Otot,Kekuatan,82,488,25,Pria,Angkat Beban
147,110,Sedang,Pemeliharaan Kebugaran,Kardio,53,659,19,Pria,Bersepeda
194,45,Tinggi,Peningkatan Massa Otot,Kekuatan,55,431,63,Wanita,Angkat Beban
142,77,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,58,478,20,Pria,Senam
145,103,Tinggi,Penurunan Berat Badan,Fleksibilitas,38,251,32,Wanita,Senam
191,111,Rendah,Penurunan Berat Badan,Fleksibilitas,69,153,22,Pria,Senam
177,66,Sedang,Pemeliharaan Kebugaran,Kardio,41,217,31,Pria,Bersepeda
184,119,Sedang,Penurunan Berat Badan,Kardio,55,359,60,Pria,Lari
196,98,Tinggi,Pemeliharaan Kebugaran,Kekuatan,31,342,55,Wanita,Angkat Beban
196,99,Rendah,Peningkatan Massa Otot,Kekuatan,64,605,34,Wanita,Angkat Beban
191,106,Tinggi,Peningkatan Massa Otot,Kardio,52,258,39,Pria,Bersepeda
176,54,Tinggi,Pemeliharaan Kebugaran,Kekuatan,32,340,48,Pria,Angkat Beban
145,85,Rendah,Penurunan Berat Badan,Kekuatan,40,178,32,Pria,Angkat Beban
154,103,Sedang,Penurunan Berat Badan,Kardio,87,268,23,Pria,Lari
200,47,Tinggi,Penurunan Berat Badan,Kekuatan,32,441,55,Pria,Angkat Beban
155,90,Rendah,Penurunan Berat Badan,Kekuatan,39,441,18,Pria,Angkat Beban
187,51,Rendah,Penurunan Berat Badan,Fleksibilitas,57,647,37,Wanita,Senam
171,40,Tinggi,Penurunan Berat Badan,Kekuatan,37,358,27,Wanita,Angkat Beban
140,87,Tinggi,Penurunan Berat Badan,Kardio,51,686,43,Pria,Lari
175,62,Tinggi,Penurunan Berat Badan,Kekuatan,42,547,40,Pria,Angkat Beban
143,95,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,38,398,24,Wanita,Senam
143,62,Rendah,Penurunan Berat Badan,Fleksibilitas,33,517,61,Wanita,Senam
191,45,Tinggi,Peningkatan Massa Otot,Kekuatan,37,638,45,Pria,Angkat Beban
161,113,Sedang,Penurunan Berat Badan,Kekuatan,37,546,51,Pria,Angkat Beban
152,52,Sedang,Pemeliharaan Kebugaran,Kekuatan,83,495,33,Wanita,Angkat Beban
182,70,Tinggi,Penurunan Berat Badan,Kardio,90,422,18,Pria,Lari
172,111,Tinggi,Penurunan Berat Badan,Kardio,75,243,55,Pria,Lari
192,119,Sedang,Pemeliharaan Kebugaran,Kardio,89,483,47,Pria,Bersepeda
153,60,Tinggi,Penurunan Berat Badan,Kekuatan,34,233,32,Pria,Angkat Beban
141,65,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,50,274,39,Wanita,Senam
182,92,Tinggi,Pemeliharaan Kebugaran,Kardio,67,488,61,Wanita,Bersepeda
198,107,Sedang,Penurunan Berat Badan,Kardio,56,304,59,Pria,Lari
156,88,Tinggi,Peningkatan Massa Otot,Kardio,71,677,19,Pria,Bersepeda
140,63,Sedang,Peningkatan Massa Otot,Fleksibilitas,55,549,35,Pria,Senam
142,113,Sedang,Penurunan Berat Badan,Kardio,37,393,57,Wanita,Lari
187,120,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,81,567,58,Pria,Senam
169,114,Sedang,Penurunan Berat Badan,Fleksibilitas,83,591,54,Pria,Senam
200,73,Sedang,Penurunan Berat Badan,Kardio,71,655,25,Pria,Lari
185,60,Rendah,Penurunan Berat Badan,Kekuatan,80,544,23,Pria,Angkat Beban
198,92,Rendah,Peningkatan Massa Otot,Kekuatan,42,392,26,Pria,Angkat Beban
154,116,Sedang,Penurunan Berat Badan,Kardio,69,550,44,Pria,Lari
160,119,Tinggi,Peningkatan Massa Otot,Fleksibilitas,53,675,36,Wanita,Senam
141,54,Tinggi,Pemeliharaan Kebugaran,Kekuatan,62,607,59,Wanita,Angkat Beban
145,118,Sedang,Peningkatan Massa Otot,Kardio,53,193,47,Wanita,Bersepeda
166,105,Sedang,Peningkatan Massa Otot,Kekuatan,32,288,30,Pria,Angkat Beban
166,100,Rendah,Penurunan Berat Badan,Kekuatan,65,651,28,Wanita,Angkat Beban
191,68,Tinggi,Peningkatan Massa Otot,Kekuatan,56,381,30,Pria,Angkat Beban
169,96,Rendah,Penurunan Berat Badan,Kardio,84,262,41,Pria,Lari
186,64,Tinggi,Pemeliharaan Kebugaran,Kekuatan,85,629,46,Pria,Angkat Beban
191,57,Rendah,Penurunan Berat Badan,Kekuatan,61,606,29,Pria,Angkat Beban
170,97,Rendah,Peningkatan Massa Otot,Kardio,56,610,40,Wanita,Bersepeda
157,93,Sedang,Peningkatan Massa Otot,Fleksibilitas,65,229,49,Wanita,Senam
198,72,Tinggi,Peningkatan Massa Otot,Kardio,39,489,30,Wanita,Bersepeda
165,95,Sedang,Penurunan Berat Badan,Kardio,71,682,62,Pria,Lari
178,72,Tinggi,Peningkatan Massa Otot,Fleksibilitas,32,415,24,Pria,Senam
152,103,Sedang,Peningkatan Massa Otot,Kardio,79,585,27,Wanita,Bersepeda
177,74,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,36,589,29,Pria,Senam
180,115,Sedang,Penurunan Berat Badan,Kekuatan,68,410,20,Pria,Angkat Beban
183,40,Rendah,Penurunan Berat Badan,Kardio,89,206,60,Pria,Lari
175,104,Tinggi,Pemeliharaan Kebugaran,Kekuatan,81,332,18,Wanita,Angkat Beban
161,89,Tinggi,Penurunan Berat Badan,Fleksibilitas,90,186,61,Pria,Senam
183,69,Tinggi,Peningkatan Massa Otot,Fleksibilitas,37,197,58,Pria,Senam
189,71,Rendah,Penurunan Berat Badan,Fleksibilitas,79,369,32,Pria,Senam
179,52,Sedang,Peningkatan Massa Otot,Kardio,69,180,64,Pria,Bersepeda
187,81,Rendah,Penurunan Berat Badan,Fleksibilitas,49,416,47,Wanita,Senam
177,117,Rendah,Penurunan Berat Badan,Kekuatan,66,466,49,Wanita,Angkat Beban
173,95,Sedang,Pemeliharaan Kebugaran,Kardio,62,516,33,Wanita,Bersepeda
198,53,Rendah,Peningkatan Massa Otot,Fleksibilitas,88,589,52,Wanita,Senam
